Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
MIRAI,79,91,PG,"Kids & Family, Fantasy, Adventure, Anime",Japanese,Mamoru Hosoda,Yuichiro Saito,Mamoru Hosoda,2018-11-29,2019-04-09,$682.2K,1h 38m,GKIDS,Dolby Digital,Flat (1.85:1),
NORWEGIAN WOOD,49,74,None,"Drama, Romance",Japanese,Tran Anh Hung,Shinji Ogawa,Tran Anh Hung,2012-01-06,2012-05-15,,2h 13m,Red Flag Releasing,,,
DEPARTURES,92,80,PG-13,Drama,Japanese,Yojiro Takita,,Kundo Koyama,2009-05-29,2010-01-12,$1.5M,2h 10m,Regent Releasing,,,
PONYO,83,91,G,"Adventure, Fantasy, Anime",Japanese,Hayao Miyazaki,Toshio Suzuki,"Melissa Mathison, Hayao Miyazaki",2009-08-14,2010-03-02,$15.1M,1h 40m,Walt Disney,"Dolby Digital Surround EX, Dolby Digital",Flat (1.85:1),
RAN,95,96,R,"History, Drama",Japanese,Akira Kurosawa,"Masato Hara, Serge Silberman","Masato Ide, Akira Kurosawa, Hideo Oguni, William Shakespeare",1985-06-01,2005-11-22,$454.0K,2h 40m,Orion Pictures,"Magnetic Stereo 4 Track, Dolby Stereo, Surround",Scope (2.35:1),
RASHOMON,93,98,None,Drama,Japanese,Akira Kurosawa,Minoru Jingo,"Ryûnosuke Akutagawa, Shinobu Hashimoto, Akira Kurosawa",1950-12-26,2002-04-02,,1h 28m,RKO Radio Pictures,Mono,Academy (1.33:1),
RIDING ALONE FOR THOUSANDS OF MILES,81,80,PG,Drama,Japanese,Yimou Zhang,"Xiu Jian, Weiping Zhang, William Kong",Zou Jingzhi,,2007-02-06,$251.6K,1h 47m,,Dolby Digital,,
SEVEN SAMURAI,97,100,None,Action,Japanese,Akira Kurosawa,Sojiro Motoki,"Shinobu Hashimoto, Akira Kurosawa, Hideo Oguni",1956-11-19,2006-09-05,$271.7K,3h 28m,Columbia Pictures,Mono,Flat (1.37:1),
SHOPLIFTERS,91,99,R,"Crime, Drama, Adventure",Japanese,Hirokazu Koreeda,"Kaoru Matsuzaki, Hijiri Taguchi",Hirokazu Koreeda,2018-11-23,2019-02-12,$3.3M,2h 1m,Magnolia Pictures,Dolby Digital,Flat (1.85:1),
TAMPOPO,93,100,None,Comedy,Japanese,Juzo Itami,"Seigo Hosogoe, Juzo Itami, Yasushi Tamaoki",Juzo Itami,1986-09-01,2017-04-25,$224.1K,1h 54m,New Yorker Films,Dolby,Flat (1.85:1),
THE BOY AND THE BEAST,88,88,PG-13,"Action, Adventure, Fantasy, Animation",Japanese,Mamoru Hosoda,"Atsushi Chiba, Takuya Itô, Genki Kawamura, Yuichiro Sato, Daisuke Kadoya",Mamoru Hosoda,,2016-06-07,$446.1K,1h 59m,,,,
"THE GOOD, THE BAD, THE WEIRD",83,80,R,"Western, Action",Japanese,Kim Jee-woon,Choi Jae-won,"Kim Jee-woon, Kim Min-suk",2010-04-23,2010-08-17,$128.5K,2h 7m,IFC Films,,,
THE SECRET WORLD OF ARRIETTY,85,94,G,"Kids & Family, Fantasy, Adventure, Anime",Japanese,"Hiromasa Yonebayashi, Gary Rydstrom",Toshio Suzuki,"Hayao Miyazaki, Keiko Niwa, Karey Kirkpatrick",2012-02-17,2012-05-22,,1h 35m,Walt Disney,"SDDS, Dolby Digital, Datasat",Flat (1.85:1),
THE TALE OF THE PRINCESS KAGUYA,90,100,PG,"Fantasy, Anime",Japanese,Isao Takahata,"Geoffrey Wexler, Seiichirô Ujiie","Isao Takahata, Riko Sakaguchi",2014-10-17,2015-02-17,$681.1K,2h 17m,GKIDS,,,
THE THIRD MURDER,66,87,None,"Crime, Drama, Mystery & Thriller",Japanese,Hirokazu Koreeda,,Hirokazu Koreeda,2018-07-20,2018-11-13,$89.3K,2h 5m,Film Movement,Dolby Digital,Scope (2.35:1),
THE WIND RISES,85,88,PG-13,"History, Drama, Biography, Anime",Japanese,"Hayao Miyazaki, Gary Rydstrom",Toshio Suzuki,"Hayao Miyazaki, Mike Jones",2014-02-28,2014-11-18,,2h 6m,Walt Disney,,,
THRONE OF BLOOD,94,96,None,Drama,Japanese,Akira Kurosawa,"Akira Kurosawa, Sojiro Motoki","Shinobu Hashimoto, Ryûzô Kikushima, Akira Kurosawa, Hideo Oguni",1957-11-22,2003-06-03,,1h 48m,,Mono,Academy (1.33:1),
TOKYO GODFATHERS,91,91,PG-13,"Comedy, Drama, Anime",Japanese,Satoshi Kon,Masao Maruyama,,2003-08-30,2004-04-13,$129.0K,1h 30m,"Columbia Tristar, Samuel Goldwyn Company, Sony Pictures Entertainment",Surround,,
TOKYO SONATA,80,94,PG-13,Drama,Japanese,Kiyoshi Kurosawa,"Wouter Barendrecht, Yukie Kito","Kiyoshi Kurosawa, Max Mannix, Sachiko Tanaka",2009-03-13,2010-05-04,$277.3K,1h 59m,Regent Releasing,,,
TOKYO STORY,93,100,None,Drama,Japanese,Yasujirô Ozu,Takeshi Yamamoto,"Kôgo Noda, Yasujirô Ozu",1953-11-03,2003-11-04,,2h 14m,"New Yorker Films, Shochiku Films Ltd., DeA Planeta S.L., Criterion Collection",Mono,,
WARM WATER UNDER A RED BRIDGE,76,80,None,"Fantasy, Romance, Drama",Japanese,Shôhei Imamura,Hisa Iino,"Shôhei Imamura, Daisuke Tengan, Motofumi Tomikawa, Yo Henmi",2002-05-03,2005-08-10,$62.0K,1h 59m,Cowboy Pictures,"Stereo, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Flat (1.85:1),
YOJIMBO,96,95,None,"Adventure, Comedy",Japanese,Akira Kurosawa,Akira Kurosawa,"Ryûzô Kikushima, Akira Kurosawa",1961-10-15,2007-01-23,,1h 50m,,Perspecta Stereo,Scope (2.35:1),
ZATOICHI,88,87,R,"Action, Adventure",Japanese,Takeshi Kitano,"Masayuki Mori, Takio Yoshida",Kitano Takeshi,2004-07-23,2009-09-15,$853.7K,1h 55m,Miramax Films,Surround,,
A TALE OF TWO SISTERS,83,85,R,"Horror, Mystery & Thriller",Korean,Kim Jee-woon,"Oh Ki-min, Kim Yeong",Kim Jee-woon,,2005-03-29,,1h 54m,,,,
BURNING,80,95,None,"Mystery & Thriller, Drama",Korean,Lee Chang-dong,"Lee Chang-dong, Lee Joon-dong, Ok Gwang-hui","Oh Jungmi, Lee Chang-dong",2018-10-26,2019-01-29,$715.0K,2h 28m,Well Go USA,,Scope (2.35:1),
I SAW THE DEVIL,87,81,None,Mystery & Thriller,Korean,Kim Jee-woon,Kim Hyun Woo,Park Hun-jeong,2011-03-04,2011-05-10,$128.4K,2h 21m,Magnet Releasing,,,
MEMORIES OF MURDER,93,95,None,"Mystery & Thriller, Crime, Drama",Korean,Bong Joon Ho,"Cha Seung-jae, Jong-yun No, Kim Moo-ryung","Bong Joon Ho, Shim Sung-bo",2003-05-02,2005-08-09,$14.1K,2h 9m,,,,
MOTHER,88,96,R,"Crime, Drama, Mystery & Thriller",Korean,Bong Joon Ho,Choi Jae-won,"Bong Joon Ho, Park Eungyo, Park Wongyu",2010-03-12,2010-05-04,$547.3K,2h 8m,Magnolia Pictures,,,
ON THE BEACH AT NIGHT ALONE,66,92,None,Drama,Korean,Hong Sang-soo,Hong Sang-soo,Hong Sang-soo,2017-11-17,2018-05-10,$37.5K,1h 41m,Cinema Guild,,,
PARASITE,90,99,R,"Comedy, Mystery & Thriller, Drama",Korean,Bong Joon Ho,"Kwak Sin-ae, Moon Yanggwon","Bong Joon Ho, Han Jinwon",2019-11-01,2019-10-11,$53.4M,2h 12m,Neon,"Dolby Atmos, Dolby Digital",Scope (2.35:1),
POETRY,86,100,None,Drama,Korean,Lee Chang-dong,Lee Jun-dong,Lee Chang-dong,,2011-08-23,$355.0K,2h 19m,,,,
"SPRING, SUMMER, FALL, WINTER ... AND SPRING",92,94,R,Drama,Korean,Kim Ki-duk,"Lee Seung-jae, Karl Baumgartner",Kim Ki-duk,2003-08-14,2004-09-07,$2.4M,1h 42m,Sony Pictures Classics,Surround,,
LADY VENGEANCE,87,76,R,"Mystery & Thriller, Comedy, Drama",Korean,Park Chan-wook,"Lee Tae-heon, Jo Yeonguk","Park Chan-wook, Jeong Seo-kyeong",,2009-10-06,$211.7K,1h 54m,,,,
TAE GUK GI: THE BROTHERHOOD OF WAR,93,80,R,"War, Drama",Korean,Je-gyu Kang,Seong-hun Lee,"Je-gyu Kang, Han Ji-hoon, Sang-don Kim",2004-02-03,2005-02-15,$1.1M,2h 25m,IDP Distribution,Surround,,
THE HANDMAIDEN,91,96,None,"Mystery & Thriller, Drama, Romance",Korean,Park Chan-wook,"Park Chan-wook, Syd Lim",Jeong Seo-kyeong,2016-10-21,2017-01-24,$2.0M,2h 24m,"Amazon Studios, Magnolia Pictures",Dolby Digital,,
THE HOST,72,93,R,"Horror, Comedy",Korean,Bong Joon Ho,,"Bong Joon Ho, Baek Cheol-hyeon, Ha Junwon",2007-03-09,2007-07-24,$2.2M,1h 59m,Magnolia Films,Dolby SRD,Flat (1.85:1),
THE WAILING,82,99,None,"Mystery & Thriller, Horror",Korean,Na Hong-jin,,Na Hong-jin,2016-05-20,2016-10-04,$785.4K,2h 36m,Well Go USA,,,
THE WAY HOME,92,75,PG,Drama,Korean,Jeong-Hyang Lee,"Woo-Hyun Whang, Jae-woo Whang",Jeong-Hyang Lee,2002-11-15,2017-11-07,$444.9K,1h 26m,Paramount Pictures,"Surround, Dolby SR, Dolby A, Dolby Stereo",Flat (1.85:1),
TRAIN TO BUSAN,89,94,None,"Horror, Mystery & Thriller, Action",Korean,Yeon Sang-ho,Lee Dong-ha,Yeon Sang-ho,2016-07-22,2017-01-17,$2.1M,1h 58m,Well Go USA,"Stereo, Dolby Digital",Flat (1.85:1),
TREELESS MOUNTAIN,72,86,None,Drama,Korean,So-yong Kim,"Bradley Rust Gray, Ben Howe, So-yong Kim, Lars Knudsen, Jay Van Hoy",So-yong Kim,2009-04-22,2011-04-05,$60.0K,1h 29m,Oscilloscope Pictures,,,
TURTLES CAN FLY,93,88,PG-13,"Drama, War",Kurdish,Bahman Ghobadi,"Babak Amini, Hamid Karim Batin Ghobadi, Hamid Ghavami, Bahman Ghobadi",Bahman Ghobadi,2004-09-10,2011-09-20,$256.8K,1h 36m,IFC Films,,,
CAVE OF THE YELLOW DOG,87,90,G,Drama,Mongolian,Byambasuren Davaa,Byambasuren Davaa,Byambasuren Davaa,2006-11-10,2007-02-13,$141.8K,1h 33m,Tartan,"Dolby Digital, Dolby SR",,
ELLING,91,85,R,"Comedy, Drama",Norwegian,Petter Naess,Dag Alveberg,"Ingvar Ambjørnsen, Axel Hellstenius",2002-05-29,2002-11-19,$313.4K,1h 24m,First Look,Surround,,
"HAPPY, HAPPY",60,85,R,"Comedy, Drama",Norwegian,Anne Sewitsky,Synnøve Hørsdal,Ragnhild Tronvoll,2011-09-16,2012-01-24,$45.2K,1h 28m,Magnolia Pictures,Dolby SRD,,
HEADHUNTERS,85,93,R,"Action, Crime, Drama, Mystery & Thriller",Norwegian,Morten Tyldum,"Asle Vatn, Marianne Gray","Lars Gudmestad, Ulf Ryberg",2012-04-27,2012-08-28,$1.2M,1h 40m,Magnolia Pictures,,,
INSOMNIA,77,95,None,"Mystery & Thriller, Crime, Drama",Norwegian,Erik Skjoldbjærg,"Petter J. Borgli, Tomas Backstrom, Tom Remlov",,,2004-11-16,$88.0K,1h 39m,,,,
KING OF DEVIL'S ISLAND,88,94,None,"History, Drama",Norwegian,Marius Holst,Karin Julsrud,"Eric Schmid, Dennis Magnusson",,2014-07-18,$4.2K,1h 52m,,,,
KITCHEN STORIES,86,91,PG,"Comedy, Drama",Norwegian,Bent Hamer,"Jörgen Bergmark, Arve Figenschow",,2003-01-15,2004-12-14,$349.3K,1h 35m,IFC Films,Surround,,
O'HORTEN,63,91,PG-13,"Comedy, Drama",Norwegian,Bent Hamer,Bent Hamer,Bent Hamer,2009-05-22,2009-09-22,$301.9K,1h 29m,Sony Pictures Classics,Dolby Digital,,
"OSLO, AUGUST 31ST",82,97,None,Drama,Norwegian,Joachim Trier,"Hans-Jørgen Osnes, Yngve Sæther","Joachim Trier, Eskil Vogt",,2012-09-18,$100.7K,1h 35m,,,,
THE WAVE,65,83,R,"Mystery & Thriller, Adventure, Action",Norwegian,Roar Uthaug,"Martin Sundland, Are Heidenstrom","John Kåre Raake, Harald Rosenløw-Eeg",2016-03-04,2016-06-21,$176.6K,1h 45m,Magnolia Pictures,Dolby Atmos,Scope (2.35:1),
THELMA,77,92,None,"Mystery & Thriller, Horror",Norwegian,Joachim Trier,Thomas Robsahm,"Joachim Trier, Eskil Vogt",2017-11-10,2018-01-16,$147.1K,1h 56m,The Orchard,,,
OSAMA,87,96,PG-13,Drama,Pashto,Siddiq Barmark,"Siddiq Barmark, Julie LeBrocquy, Julia Fraser",Siddiq Barmark,2004-02-06,2004-04-27,$1.1M,1h 22m,Metro-Goldwyn-Mayer,,,
DARBAREYE ELLY,84,99,None,"Drama, Mystery & Thriller",Persian,Asghar Farhadi,"Asghar Farhadi, Simaye Mehr, Mahmoud Razavi","Asghar Farhadi, Azad Jafarian",,2015-08-25,$106.7K,1h 59m,,,,
THE SONG OF SPARROWS,87,98,PG,Drama,Persian,Majid Majidi,Majid Majidi,"Mehran Kashani, Majid Majidi",2009-04-03,2010-02-09,$115.9K,1h 36m,Regent Releasing,,,
BARAN,90,89,PG,Drama,Persian,Majid Majidi,"Majid Majidi, Fouad Nahas",Majid Majidi,2002-05-03,2002-10-15,$125.9K,1h 34m,Miramax Films,"Dolby Stereo, Dolby Digital, Dolby A, SDDS, DTS, Dolby SR",Flat (1.85:1),
CIRCUMSTANCE,67,86,R,"Drama, Lgbtq+",Persian,Maryam Keshavarz,"Maryam Keshavarz, Karin Chien",Maryam Keshavarz,2011-08-26,2011-12-13,$452.6K,1h 45m,Roadside Attractions,,,
CRIMSON GOLD,82,88,None,Drama,Persian,Jafar Panahi,Jafar Panahi,"Jafar Panahi, Abbas Kiarostami",2004-02-06,2007-03-01,$147.8K,1h 35m,Wellspring Cinema,Surround,,
FIREWORKS WEDNESDAY,83,100,None,Drama,Persian,Asghar Farhadi,,"Asghar Farhadi, Mani Haghighi",,2008-04-22,,1h 44m,,,,
NOBODY KNOWS ABOUT THE PERSIAN CATS,76,95,None,Drama,Persian,Bahman Ghobadi,Bahman Ghobadi,"Bahman Ghobadi, Hossein Mortezaeiyan, Roxana Saberi",2010-04-16,2011-03-15,$79.8K,1h 46m,IFC Films,,,
OFFSIDE,74,94,PG,Comedy,Persian,Jafar Panahi,Jafar Panahi,"Jafar Panahi, Shadmehr Rastin",2007-03-23,2007-08-28,$179.9K,1h 32m,Sony Pictures Classics,DTS,,
SECRET BALLOT,63,83,G,Comedy,Persian,Babak Payami,"Marco Muller, Babak Payami","Babak Payami, Mohsen Makhmalbaf",2002-08-09,2017-03-08,$114.2K,1h 45m,Sony Pictures Classics,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
THIS IS NOT A FILM,69,97,None,Documentary,Persian,"Jafar Panahi, Mojtaba Mirtahmasb",Jafar Panahi,Jafar Panahi,2012-03-02,2013-02-26,$75.5K,1h 15m,Palisades Tartan,,,
UNDER THE SHADOW,73,99,PG-13,"Horror, Mystery & Thriller",Persian,Babak Anvari,"Emily Leo, Oliver Roskill, Lucan Toh",Babak Anvari,2016-10-07,2017-01-17,$25.8K,1h 24m,"XYZ Films, Vertical Entertainment",,,
DEMON,54,92,R,"Horror, Mystery & Thriller",Polish,Marcin Wrona,Marcin Wrona,"Marcin Wrona, Pawel Maslona",2016-09-09,2017-08-29,$103.0K,1h 34m,The Orchard,,,
KATYN,75,91,None,Drama,Polish,Andrzej Wajda,Michal Kwiecinski,"Andrzej Mularczyk, Andrzej Wajda",,2009-08-11,$114.8K,2h 1m,,,,
CENTRAL STATION,95,94,None,Drama,Portuguese (Brazil),Walter Salles,"Walter Salles, Martine de Clermont-Tonnerre, Robert Redford, Arthur Cohn","Walter Salles, Marcos Bernstein, João Emanuel Carneiro",1998-11-20,1999-07-13,$6.2M,1h 50m,Sony Pictures Classics,,,
MYSTERIES OF LISBON,70,86,None,"History, Drama",Portuguese,Raoul Ruiz,,"Carlos Saboga, Camilo Castelo Branco",2011-06-17,2012-01-17,$110.5K,4h 26m,Music Box Films,,,
NEON BULL,67,88,None,Drama,Portuguese (Brazil),Gabriel Mascaro,Rachel Daisy Ellis,"Gabriel Mascaro, Marcelo Gomes",2016-04-08,2016-09-06,$23.0K,1h 43m,Kino Lorber,,,
NEIGHBORING SOUNDS,76,93,None,"Drama, Mystery & Thriller",Portuguese (Brazil),Kleber Mendonça Filho,Emilie Lesclaux,Kleber Mendonça Filho,,2013-04-30,,2h 11m,,,,
THE WAY HE LOOKS,89,93,None,"Drama, Romance, Lgbtq+",Portuguese (Brazil),Daniel Ribeiro,"Diana Almeida, Daniel Ribeiro",Daniel Ribeiro,2014-11-07,2015-03-17,$101.1K,1h 35m,Strand Releasing,,,
BLACK ORPHEUS,86,87,PG,Drama,Portuguese (Brazil),Marcel Camus,Sacha Gordine,"Vinicius de Moraes, Marcel Camus, Jacques Viot",,1999-06-08,,1h 40m,,"Mono, Magnetic Stereo 6 Track",Flat (1.37:1),
BOY AND THE WORLD,77,93,PG,"Kids & Family, Adventure, Animation",Portuguese (Brazil),Alê Abreu,"Fernanda Carvalho, Tita Tessler",,2015-12-11,2016-07-05,$47.6K,1h 20m,GKIDS,,,
CITY OF GOD,97,91,R,"Crime, Drama",Portuguese (Brazil),Fernando Meirelles,"Andrea Barata Ribeiro, Mauricio Andrade Ramos","Bráulio Mantovani, Paulo Lins",2003-01-17,2004-06-08,$7.6M,2h 11m,Miramax Films,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",,
CITY OF MEN,78,74,R,Drama,Portuguese (Brazil),Paulo Morelli,"Andrea Barata Ribeiro, Bel Berlinck, Fernando Meirelles, Paulo Morelli, Natalia Bruscky, Sabrina García",Elena Soarez,2008-02-29,2008-07-01,$307.1K,1h 45m,Miramax Films,,,
"ME, YOU, THEM",72,75,PG-13,"Comedy, Drama",Portuguese (Brazil),Andrucha Waddington,"Leonardo Monteiro de Barros, Pedro Buarque de Hollanda, Flávio R. Tambellini, Andrucha Waddington",Elena Soarez,2001-03-02,2012-04-16,$323.4K,1h 44m,Sony Pictures Classics,"Surround, Dolby SR, Dolby Digital, Dolby Stereo",Scope (2.35:1),
"POLICE, ADJECTIVE",60,79,None,Drama,Romanian,Corneliu Porumboiu,Corneliu Porumboiu,Corneliu Porumboiu,2009-12-23,2011-08-30,$48.3K,1h 50m,IFC Films,,,
12:08 EAST OF BUCHAREST,74,96,None,Comedy,Romanian,Corneliu Porumboiu,Corneliu Porumboiu,Corneliu Porumboiu,,2007-10-09,$89.5K,1h 29m,,,,
BEYOND THE HILLS,81,91,None,Drama,Romanian,Cristian Mungiu,"Pascal Caucheteux, Jean-Pierre Dardenne, Luc Dardenne, Vincent Maraval",Cristian Mungiu,2013-03-08,2017-08-04,$109.2K,2h 30m,IFC Films,,,
CODE UNKNOWN,79,75,None,Drama,Romanian,Michael Haneke,"Marin Karmitz, Alain Sarde",Michael Haneke,2001-11-30,2007-03-01,$95.2K,1h 58m,Miramax Films,Surround,,
THE DEATH OF MR. LAZARESCU,82,94,R,Drama,Romanian,Cristi Puiu,Alexandru Munteanu,"Cristi Puiu, Razvan Radulescu",,2006-09-19,$79.9K,2h 33m,,,,
12,83,77,PG-13,"Crime, Drama, Mystery & Thriller",Russian,Nikita Mikhalkov,,"Nikita Mikhalkov, Vladimir Moiseyenko, Aleksandr Novototskiy-Vlasov",2008-03-04,2009-07-14,$125.0K,2h 33m,Sony Pictures Classics,,,
BATTLESHIP POTEMKIN,86,100,None,"History, Drama, Mystery & Thriller",Russian,Sergei M. Eisenstein,Jacob Bliokh,"Nina Agadzhanova, Nikolay Aseev, Sergei M. Eisenstein, Sergei Tretyakov",1926-12-05,2003-11-04,$51.0K,1h 7m,"Amkino Corporation, Reel Media International [us], Grapevine Video, Image Entertainment Inc.",,Academy (1.33:1),
HOW I ENDED THIS SUMMER,67,79,None,Drama,Russian,Aleksei Popogrebsky,"Roman Borisevich, Aleksandr Kushaev",Aleksei Popogrebsky,,2011-05-10,$8.1K,2h 4m,,,,
LOVELESS,83,95,R,Drama,Russian,Andrey Zvyagintsev,"Gleb Fetisov, Sergey Melkumov, Alexander Rodnyansky","Oleg Negin, Andrey Zvyagintsev",2018-02-16,2018-06-12,$564.1K,2h 7m,Sony Pictures Classics,Dolby Digital,Scope (2.35:1),
SILENT SOULS,75,96,None,Drama,Russian,Alexsey Fedorchenko,"Igor Mishin, Mary Nazari, Dmitriy Vorobyov",Denis Osokin,,2013-02-26,,1h 15m,,,,
STALKER,92,100,TV14,"Sci-Fi, Adventure",Russian,Andrei Tarkovsky,Aleksandra Demidova,"Arkadiy Strugatskiy, Boris Strugatskiy, Arkadiy Strugatskiy, Boris Strugatskiy",1982-10-20,2001-06-19,$258.4K,2h 43m,,,,
"WHY DON'T YOU JUST DIE! (PAPA, SDOKHNI)",83,97,None,,,,,,,,,,,,,
TANNA,76,93,None,"Romance, Drama, Adventure",,"Bentley Dean, Martin Butler","Martin Butler, Bentley Dean, Carolyn Johnson","Bentley Dean, Martin Butler, John Collee",2016-09-16,2017-03-07,$5.7K,1h 44m,Lightyear,Dolby Digital,,
ALAMAR,83,92,None,Drama,Spanish,Pedro González-Rubio,"Pedro González-Rubio, Jaime Romandia",Pedro González-Rubio,2010-07-14,2011-01-11,$61.6K,1h 13m,Film Movement,,,
BLANCANIEVES,84,95,PG-13,"Drama, Fantasy",Spanish (Spain),Pablo Berger,"Pablo Berger, Ibón Cormenzana, Jérôme Vidal",Pablo Berger,,2013-09-03,$218.8K,1h 44m,,,,
BROKEN EMBRACES,75,82,R,"Drama, Mystery & Thriller",Spanish (Spain),Pedro Almodóvar,Esther García,Pedro Almodóvar,2009-11-20,2010-03-16,$5.0M,2h 8m,Sony Pictures Classics,,,
CALLE 54,87,87,G,Documentary,Spanish,Fernando Trueba,"Cristina Huete, Fabienne Servan-Schreiber, Fernando Trueba",Fernando Trueba,2000-10-20,2002-03-05,$183.1K,1h 45m,Miramax Films,"Dolby SR, Dolby Digital, DTS, Surround",Flat (1.85:1),
DUCK SEASON,78,91,R,"Comedy, Lgbtq+",Spanish,Fernando Eimbcke,Jaime Bernardo Ramos,"Fernando Eimbcke, Paula Marcovich",,2015-05-07,$146.7K,1h 27m,,,,
THE AURA,76,87,None,"Crime, Drama, Mystery & Thriller",Spanish,Fabián Bielinsky,,Fabián Bielinsky,,2007-04-10,$56.1K,2h 14m,,Dolby Digital,,
EL MARIACHI,76,91,R,Action,Spanish,Robert Rodriguez,"Carlos Gallardo, Robert Rodriguez",Robert Rodriguez,1993-02-26,1999-03-09,$1.6M,1h 22m,Columbia Pictures,"Surround, Dolby SR, Dolby A, Dolby Stereo",Flat (1.85:1),
EL TOPO,84,80,None,Western,Spanish,Alejandro Jodorowsky,,Alejandro Jodorowsky,1970-12-18,2007-05-01,$80.3K,2h 3m,Douglas Films,,,
ENDLESS POETRY,80,93,None,Biography,Spanish,Alejandro Jodorowsky,Xavier Guerrero Yamamoto,Alejandro Jodorowsky,2017-07-14,2017-11-19,$64.0K,2h 8m,ABKCO Films Inc.,,,
FAMILY LAW,70,73,None,Drama,Spanish,Daniel Burman,"Diego Dubcovsky, José María Morales",Daniel Burman,,2007-05-15,$37.8K,1h 42m,,Dolby Digital,,
GLORIA,65,100,R,"Drama, Romance",Spanish,Sebastián Lelio,"Juan de Dios Larraín, Pablo Larraín, Luis Collar, Gonzalo Maza","Sebastián Lelio, Gonzalo Maza",2014-01-17,2014-04-29,$2.1M,1h 49m,Roadside Attractions,,,
LA CIÉNAGA,79,89,None,Drama,Spanish,Lucrecia Martel,Lita Stantic,Lucrecia Martel,2001-10-03,2005-08-10,$103.2K,1h 40m,Cowboy Pictures,"Surround, DTS",Flat (1.85:1),
THE HEADLESS WOMAN,56,76,None,"Drama, Mystery & Thriller",Spanish,Lucrecia Martel,"Agustín Almodóvar, Pedro Almodóvar, Tilde Corsi, Verónica Cura",Lucrecia Martel,2009-08-19,2009-12-15,$99.8K,1h 29m,Strand Releasing,,,
TIMECRIMES,79,90,R,"Action, Adventure, Drama, Sci-Fi, Mystery & Thriller",Spanish,Nacho Vigalondo,Eduardo Carneros,Nacho Vigalondo,2008-12-12,2009-03-31,$38.1K,1h 28m,Magnolia Pictures,,,
JULIA'S EYES,68,90,None,"Mystery & Thriller, Horror",Spanish (Spain),Guillem Morales,,"Guillem Morales, Oriol Paulo",,2011-12-20,,1h 52m,,,,
NO,80,93,R,"Drama, History",Spanish,Pablo Larraín,"Juan De Dios, Daniel Dreifuss",Pedro Peirano,2013-02-15,2013-06-25,$2.3M,1h 56m,Sony Pictures Classics,,,
NOSTALGIA FOR THE LIGHT,84,100,None,Documentary,Spanish,Patricio Guzmán,"Meike Martens, Renate Sachse",Patricio Guzmán,,2016-05-10,,1h 30m,,,,
OUR LADY OF THE ASSASSINS,68,78,R,"Drama, Lgbtq+",Spanish,Barbet Schroeder,"Margaret Ménégoz, Jaime Osorio Gómez, Barbet Schroeder",Fernando Vallejo,2001-09-07,2002-03-26,,1h 41m,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
THE DEVIL'S BACKBONE,89,93,R,"Mystery & Thriller, Drama, Horror",Spanish,Guillermo del Toro,,"Guillermo del Toro, Antonio Trashorras, David Muñoz",2001-11-21,2004-07-27,$754.7K,1h 46m,Sony Pictures Classics,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",,
THE GERMAN DOCTOR,63,75,PG-13,"Mystery & Thriller, Drama",Spanish,Lucía Puenzo,"Gudny Hummelvoll, Stan Jakubowicz, Axel Kuschevatzky, José María Morales",Lucía Puenzo,,2014-08-19,$414.9K,1h 33m,,,,
THE MILK OF SORROW,69,78,None,Drama,Spanish,Claudia Llosa,"Antonio Chavarrías, Claudia Llosa, José María Morales",Claudia Llosa,2010-08-27,2015-10-01,$10.4K,1h 34m,Olive Films,,,
THE SECRET IN THEIR EYES,93,89,R,"Crime, Drama, Mystery & Thriller",Spanish,Juan José Campanella,"Mariela Besuievski, Juan José Campanella, Gerardo Herrero","Juan José Campanella, Eduardo Sacheri",2010-04-16,2010-09-21,$6.4M,2h 7m,Sony Pictures Classics,,,
THE SKIN I LIVE IN,84,81,R,"Drama, Mystery & Thriller",Spanish (Spain),Pedro Almodóvar,"Agustín Almodóvar, Esther García","Pedro Almodóvar, Agustín Almodóvar",2011-10-14,2012-03-06,$3.2M,2h 0m,Sony Pictures Classics,,,
Y TU MAMÁ TAMBIÉN,88,92,None,"Comedy, Drama",Spanish,Alfonso Cuarón,"Alfonso Cuarón, Jorge Vergara","Alfonso Cuarón, Carlos Cuarón",2002-03-15,2002-10-22,$13.6M,1h 45m,IFC Films,"Surround, Dolby Digital, Dolby A, Dolby SR, Dolby Stereo",,
BAD EDUCATION,86,88,NC-17,"Drama, Crime, Lgbtq+",Spanish (Spain),Pedro Almodóvar,"Agustín Almodóvar, Pedro Almodóvar",Pedro Almodóvar,2004-03-19,2005-04-12,$5.2M,1h 44m,Sony Pictures Classics,"Surround, Dolby Digital",,
