Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
SEVEN SAMURAI,97,100,,Action,Japanese,Akira Kurosawa,Sojiro Motoki,"Shinobu Hashimoto, Akira Kurosawa, Hideo Oguni","Nov 19, 1956  Wide","Sep 5, 2006",$271.7K,3h 28m,Columbia Pictures,Mono,Flat (1.37:1),
SHOPLIFTERS,91,99,R (Some Sexual Content and Nudity),"Crime, Drama, Adventure",Japanese,Hirokazu Koreeda,"Kaoru Matsuzaki, Hijiri Taguchi",Hirokazu Koreeda,"Nov 23, 2018  Limited","Feb 12, 2019",$3.3M,2h 1m,Magnolia Pictures,Dolby Digital,Flat (1.85:1),
TAMPOPO,93,100,,Comedy,Japanese,Juzo Itami,"Seigo Hosogoe, Juzo Itami, Yasushi Tamaoki",Juzo Itami,"Sep 1, 1986  Wide","Apr 25, 2017",$224.1K,1h 54m,New Yorker Films,Dolby,Flat (1.85:1),
THE BOY AND THE BEAST,88,88,PG-13 (Some Violence|Language),"Action, Adventure, Fantasy, Animation",Japanese,Mamoru Hosoda,"Atsushi Chiba, Takuya Itô, Genki Kawamura, Yuichiro Sato, Daisuke Kadoya",Mamoru Hosoda,,"Jun 7, 2016",$446.1K,1h 59m,,,,
"THE GOOD, THE BAD, THE WEIRD",83,80,R (Some Drug Use|Nonstop Violence),"Western, Action",Japanese,Kim Jee-woon,Choi Jae-won,"Kim Jee-woon, Kim Min-suk","Apr 23, 2010  Limited","Aug 17, 2010",$128.5K,2h 7m,IFC Films,,,
THE SECRET WORLD OF ARRIETTY,85,94,G,"Kids & Family, Fantasy, Adventure, Anime",Japanese,"Hiromasa Yonebayashi, Gary Rydstrom",Toshio Suzuki,"Hayao Miyazaki, Keiko Niwa, Karey Kirkpatrick","Feb 17, 2012  Wide","May 22, 2012",,1h 35m,Walt Disney,"SDDS, Dolby Digital, Datasat",Flat (1.85:1),
THE TALE OF THE PRINCESS KAGUYA,90,100,PG (Thematic Elements|Some Violent Action|Partial Nudity),"Fantasy, Anime",Japanese,Isao Takahata,"Geoffrey Wexler, Seiichirô Ujiie","Isao Takahata, Riko Sakaguchi","Oct 17, 2014  Limited","Feb 17, 2015",$681.1K,2h 17m,GKIDS,,,
THE THIRD MURDER,66,87,,"Crime, Drama, Mystery & Thriller",Japanese,Hirokazu Koreeda,,Hirokazu Koreeda,"Jul 20, 2018  Limited","Nov 13, 2018",$89.3K,2h 5m,Film Movement,Dolby Digital,Scope (2.35:1),
THE WIND RISES,85,88,PG-13 (Some Disturbing Images|Smoking),"History, Drama, Biography, Anime",Japanese,"Hayao Miyazaki, Gary Rydstrom",Toshio Suzuki,"Hayao Miyazaki, Mike Jones","Feb 28, 2014  Wide","Nov 18, 2014",,2h 6m,Walt Disney,,,
THRONE OF BLOOD,94,96,,Drama,Japanese,Akira Kurosawa,"Akira Kurosawa, Sojiro Motoki","Shinobu Hashimoto, Ryûzô Kikushima, Akira Kurosawa, Hideo Oguni","Nov 22, 1957  Wide","Jun 3, 2003",,1h 48m,,Mono,Academy (1.33:1),
TOKYO GODFATHERS,91,91,PG-13 (Thematic Elements|Some Sexual Material|Language|Violent Images),"Comedy, Drama, Anime",Japanese,Satoshi Kon,Masao Maruyama,,"Aug 30, 2003  Original","Apr 13, 2004",$129.0K,1h 30m,"Columbia Tristar, Samuel Goldwyn Company, Sony Pictures Entertainment",Surround,,
TOKYO SONATA,80,94,PG-13 (Thematic Elements|Brief Strong Language),Drama,Japanese,Kiyoshi Kurosawa,"Wouter Barendrecht, Yukie Kito","Kiyoshi Kurosawa, Max Mannix, Sachiko Tanaka","Mar 13, 2009  Limited","May 4, 2010",$277.3K,1h 59m,Regent Releasing,,,
TOKYO STORY,93,100,,Drama,Japanese,Yasujirô Ozu,Takeshi Yamamoto,"Kôgo Noda, Yasujirô Ozu","Nov 3, 1953  Wide","Nov 4, 2003",,2h 14m,"New Yorker Films, Shochiku Films Ltd., DeA Planeta S.L., Criterion Collection",Mono,,
WARM WATER UNDER A RED BRIDGE,76,80,,"Fantasy, Romance, Drama",Japanese,Shôhei Imamura,Hisa Iino,"Shôhei Imamura, Daisuke Tengan, Motofumi Tomikawa, Yo Henmi","May 3, 2002  Original","Aug 10, 2005",$62.0K,1h 59m,Cowboy Pictures,"Stereo, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",Flat (1.85:1),
YOJIMBO,96,95,,"Adventure, Comedy",Japanese,Akira Kurosawa,Akira Kurosawa,"Ryûzô Kikushima, Akira Kurosawa","Oct 15, 1961  Wide","Jan 23, 2007",,1h 50m,,Perspecta Stereo,Scope (2.35:1),
ZATOICHI,88,87,R,"Action, Adventure",Japanese,Takeshi Kitano,"Masayuki Mori, Takio Yoshida",Kitano Takeshi,"Jul 23, 2004  Original","Sep 15, 2009",$853.7K,1h 55m,Miramax Films,Surround,,
A TALE OF TWO SISTERS,83,85,R (Some Violence|Disturbing Images),"Horror, Mystery & Thriller",Korean,Kim Jee-woon,"Oh Ki-min, Kim Yeong",Kim Jee-woon,,"Mar 29, 2005",,1h 54m,,,,
BURNING,80,95,,"Mystery & Thriller, Drama",Korean,Lee Chang-dong,"Lee Chang-dong, Lee Joon-dong, Ok Gwang-hui","Oh Jungmi, Lee Chang-dong","Oct 26, 2018  Limited","Jan 29, 2019",$715.0K,2h 28m,Well Go USA,,Scope (2.35:1),
I SAW THE DEVIL,87,81,,Mystery & Thriller,Korean,Kim Jee-woon,Kim Hyun Woo,Park Hun-jeong,"Mar 4, 2011  Limited","May 10, 2011",$128.4K,2h 21m,Magnet Releasing,,,
MEMORIES OF MURDER,93,95,,"Mystery & Thriller, Crime, Drama",Korean,Bong Joon Ho,"Cha Seung-jae, Jong-yun No, Kim Moo-ryung","Bong Joon Ho, Shim Sung-bo","May 2, 2003  Original","Aug 9, 2005",$14.1K,2h 9m,,,,
MOTHER,88,96,R (Language|Drug Use|Some Sexual Content|Violence),"Crime, Drama, Mystery & Thriller",Korean,Bong Joon Ho,Choi Jae-won,"Bong Joon Ho, Park Eungyo, Park Wongyu","Mar 12, 2010  Limited","May 4, 2010",$547.3K,2h 8m,Magnolia Pictures,,,
ON THE BEACH AT NIGHT ALONE,66,92,,Drama,Korean,Hong Sang-soo,Hong Sang-soo,Hong Sang-soo,"Nov 17, 2017  Limited","May 10, 2018",$37.5K,1h 41m,Cinema Guild,,,
PARASITE,90,99,R (Sexual Content|Language|Some Violence),"Comedy, Mystery & Thriller, Drama",Korean,Bong Joon Ho,"Kwak Sin-ae, Moon Yanggwon","Bong Joon Ho, Han Jinwon","Nov 1, 2019  Wide","Oct 11, 2019",$53.4M,2h 12m,Neon,"Dolby Atmos, Dolby Digital",Scope (2.35:1),
POETRY,86,100,,Drama,Korean,Lee Chang-dong,Lee Jun-dong,Lee Chang-dong,,"Aug 23, 2011",$355.0K,2h 19m,,,,
"SPRING, SUMMER, FALL, WINTER ... AND SPRING",92,94,R (Some Strong Sexuality),Drama,Korean,Kim Ki-duk,"Lee Seung-jae, Karl Baumgartner",Kim Ki-duk,"Aug 14, 2003  Original","Sep 7, 2004",$2.4M,1h 42m,Sony Pictures Classics,Surround,,
LADY VENGEANCE,87,76,R (Some Sexuality|Some Involving Children|Strong Violent Content),"Mystery & Thriller, Comedy, Drama",Korean,Park Chan-wook,"Lee Tae-heon, Jo Yeonguk","Park Chan-wook, Jeong Seo-kyeong",,"Oct 6, 2009",$211.7K,1h 54m,,,,
TAE GUK GI: THE BROTHERHOOD OF WAR,93,80,R (Strong Graphic War Violence),"War, Drama",Korean,Je-gyu Kang,Seong-hun Lee,"Je-gyu Kang, Han Ji-hoon, Sang-don Kim","Feb 3, 2004  Original","Feb 15, 2005",$1.1M,2h 25m,IDP Distribution,Surround,,
THE HANDMAIDEN,91,96,,"Mystery & Thriller, Drama, Romance",Korean,Park Chan-wook,"Park Chan-wook, Syd Lim",Jeong Seo-kyeong,"Oct 21, 2016  Limited","Jan 24, 2017",$2.0M,2h 24m,"Amazon Studios, Magnolia Pictures",Dolby Digital,,
THE HOST,72,93,R (Language|Creature Violence),"Horror, Comedy",Korean,Bong Joon Ho,,"Bong Joon Ho, Baek Cheol-hyeon, Ha Junwon","Mar 9, 2007  Limited","Jul 24, 2007",$2.2M,1h 59m,Magnolia Films,Dolby SRD,Flat (1.85:1),
THE WAILING,82,99,,"Mystery & Thriller, Horror",Korean,Na Hong-jin,,Na Hong-jin,"May 20, 2016  Limited","Oct 4, 2016",$785.4K,2h 36m,Well Go USA,,,
THE WAY HOME,92,75,PG (Language|Mild Thematic Elements),Drama,Korean,Jeong-Hyang Lee,"Woo-Hyun Whang, Jae-woo Whang",Jeong-Hyang Lee,"Nov 15, 2002  Wide","Nov 7, 2017",$444.9K,1h 26m,Paramount Pictures,"Surround, Dolby SR, Dolby A, Dolby Stereo",Flat (1.85:1),
TRAIN TO BUSAN,89,94,,"Horror, Mystery & Thriller, Action",Korean,Yeon Sang-ho,Lee Dong-ha,Yeon Sang-ho,"Jul 22, 2016  Limited","Jan 17, 2017",$2.1M,1h 58m,Well Go USA,"Stereo, Dolby Digital",Flat (1.85:1),
TREELESS MOUNTAIN,72,86,,Drama,Korean,So-yong Kim,"Bradley Rust Gray, Ben Howe, So-yong Kim, Lars Knudsen, Jay Van Hoy",So-yong Kim,"Apr 22, 2009  Limited","Apr 5, 2011",$60.0K,1h 29m,Oscilloscope Pictures,,,
TURTLES CAN FLY,93,88,PG-13 (Disturbing Images|All Involving Children|Mature Thematic Material|Violence),"Drama, War",Kurdish,Bahman Ghobadi,"Babak Amini, Hamid Karim Batin Ghobadi, Hamid Ghavami, Bahman Ghobadi",Bahman Ghobadi,"Sep 10, 2004  Original","Sep 20, 2011",$256.8K,1h 36m,IFC Films,,,
CAVE OF THE YELLOW DOG,87,90,G,Drama,Mongolian,Byambasuren Davaa,Byambasuren Davaa,Byambasuren Davaa,"Nov 10, 2006  Limited","Feb 13, 2007",$141.8K,1h 33m,Tartan,"Dolby Digital, Dolby SR",,
ELLING,91,85,R (Language|Some Sexual Content),"Comedy, Drama",Norwegian,Petter Naess,Dag Alveberg,"Ingvar Ambjørnsen, Axel Hellstenius","May 29, 2002  Original","Nov 19, 2002",$313.4K,1h 24m,First Look,Surround,,
"HAPPY, HAPPY",60,85,R (Sexual Content|Brief Graphic Nudity),"Comedy, Drama",Norwegian,Anne Sewitsky,Synnøve Hørsdal,Ragnhild Tronvoll,"Sep 16, 2011  Limited","Jan 24, 2012",$45.2K,1h 28m,Magnolia Pictures,Dolby SRD,,
HEADHUNTERS,85,93,R (Nudity|Bloody Violence|Some Grisly Images|Strong Sexual Content),"Action, Crime, Drama, Mystery & Thriller",Norwegian,Morten Tyldum,"Asle Vatn, Marianne Gray","Lars Gudmestad, Ulf Ryberg","Apr 27, 2012  Limited","Aug 28, 2012",$1.2M,1h 40m,Magnolia Pictures,,,
INSOMNIA,77,95,,"Mystery & Thriller, Crime, Drama",Norwegian,Erik Skjoldbjærg,"Petter J. Borgli, Tomas Backstrom, Tom Remlov",,,"Nov 16, 2004",$88.0K,1h 39m,,,,
KING OF DEVIL'S ISLAND,88,94,,"History, Drama",Norwegian,Marius Holst,Karin Julsrud,"Eric Schmid, Dennis Magnusson",,"Jul 18, 2014",$4.2K,1h 52m,,,,
KITCHEN STORIES,86,91,PG (Mild Language),"Comedy, Drama",Norwegian,Bent Hamer,"Jörgen Bergmark, Arve Figenschow",,"Jan 15, 2003  Original","Dec 14, 2004",$349.3K,1h 35m,IFC Films,Surround,,
O'HORTEN,63,91,PG-13 (Brief Nudity),"Comedy, Drama",Norwegian,Bent Hamer,Bent Hamer,Bent Hamer,"May 22, 2009  Limited","Sep 22, 2009",$301.9K,1h 29m,Sony Pictures Classics,Dolby Digital,,
"OSLO, AUGUST 31ST",82,97,,Drama,Norwegian,Joachim Trier,"Hans-Jørgen Osnes, Yngve Sæther","Joachim Trier, Eskil Vogt",,"Sep 18, 2012",$100.7K,1h 35m,,,,
THE WAVE,65,83,R (Some Language|Disaster Images),"Mystery & Thriller, Adventure, Action",Norwegian,Roar Uthaug,"Martin Sundland, Are Heidenstrom","John Kåre Raake, Harald Rosenløw-Eeg","Mar 4, 2016  Limited","Jun 21, 2016",$176.6K,1h 45m,Magnolia Pictures,Dolby Atmos,Scope (2.35:1),
THELMA,77,92,,"Mystery & Thriller, Horror",Norwegian,Joachim Trier,Thomas Robsahm,"Joachim Trier, Eskil Vogt","Nov 10, 2017  Limited","Jan 16, 2018",$147.1K,1h 56m,The Orchard,,,
OSAMA,87,96,PG-13 (Mature Thematic Elements),Drama,Pashto,Siddiq Barmark,"Siddiq Barmark, Julie LeBrocquy, Julia Fraser",Siddiq Barmark,"Feb 6, 2004  Original","Apr 27, 2004",$1.1M,1h 22m,Metro-Goldwyn-Mayer,,,
DARBAREYE ELLY,84,99,,"Drama, Mystery & Thriller",Persian,Asghar Farhadi,"Asghar Farhadi, Simaye Mehr, Mahmoud Razavi","Asghar Farhadi, Azad Jafarian",,"Aug 25, 2015",$106.7K,1h 59m,,,,
THE SONG OF SPARROWS,87,98,PG (Brief Strong Language),Drama,Persian,Majid Majidi,Majid Majidi,"Mehran Kashani, Majid Majidi","Apr 3, 2009  Limited","Feb 9, 2010",$115.9K,1h 36m,Regent Releasing,,,
BARAN,90,89,PG,Drama,Persian,Majid Majidi,"Majid Majidi, Fouad Nahas",Majid Majidi,"May 3, 2002  Original","Oct 15, 2002",$125.9K,1h 34m,Miramax Films,"Dolby Stereo, Dolby Digital, Dolby A, SDDS, DTS, Dolby SR",Flat (1.85:1),
CIRCUMSTANCE,67,86,R (Sexual Content|Language|Some Drug Use),"Drama, Lgbtq+",Persian,Maryam Keshavarz,"Maryam Keshavarz, Karin Chien",Maryam Keshavarz,"Aug 26, 2011  Limited","Dec 13, 2011",$452.6K,1h 45m,Roadside Attractions,,,
CRIMSON GOLD,82,88,,Drama,Persian,Jafar Panahi,Jafar Panahi,"Jafar Panahi, Abbas Kiarostami","Feb 6, 2004  Wide","Mar 1, 2007",$147.8K,1h 35m,Wellspring Cinema,Surround,,
FIREWORKS WEDNESDAY,83,100,,Drama,Persian,Asghar Farhadi,,"Asghar Farhadi, Mani Haghighi",,"Apr 22, 2008",,1h 44m,,,,
NOBODY KNOWS ABOUT THE PERSIAN CATS,76,95,,Drama,Persian,Bahman Ghobadi,Bahman Ghobadi,"Bahman Ghobadi, Hossein Mortezaeiyan, Roxana Saberi","Apr 16, 2010  Limited","Mar 15, 2011",$79.8K,1h 46m,IFC Films,,,
OFFSIDE,74,94,PG (Some Thematic Elements|Language Throughout),Comedy,Persian,Jafar Panahi,Jafar Panahi,"Jafar Panahi, Shadmehr Rastin","Mar 23, 2007  Limited","Aug 28, 2007",$179.9K,1h 32m,Sony Pictures Classics,DTS,,
SECRET BALLOT,63,83,G,Comedy,Persian,Babak Payami,"Marco Muller, Babak Payami","Babak Payami, Mohsen Makhmalbaf","Aug 9, 2002  Wide","Mar 8, 2017",$114.2K,1h 45m,Sony Pictures Classics,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
THIS IS NOT A FILM,69,97,,Documentary,Persian,"Jafar Panahi, Mojtaba Mirtahmasb",Jafar Panahi,Jafar Panahi,"Mar 2, 2012  Limited","Feb 26, 2013",$75.5K,1h 15m,Palisades Tartan,,,
UNDER THE SHADOW,73,99,PG-13 (Terror|Scary Images|Brief Language),"Horror, Mystery & Thriller",Persian,Babak Anvari,"Emily Leo, Oliver Roskill, Lucan Toh",Babak Anvari,"Oct 7, 2016  Limited","Jan 17, 2017",$25.8K,1h 24m,"XYZ Films, Vertical Entertainment",,,
DEMON,54,92,R (Some Sexuality/Nudity|Language),"Horror, Mystery & Thriller",Polish,Marcin Wrona,Marcin Wrona,"Marcin Wrona, Pawel Maslona","Sep 9, 2016  Limited","Aug 29, 2017",$103.0K,1h 34m,The Orchard,,,
KATYN,75,91,,Drama,Polish,Andrzej Wajda,Michal Kwiecinski,"Andrzej Mularczyk, Andrzej Wajda",,"Aug 11, 2009",$114.8K,2h 1m,,,,
CENTRAL STATION,95,94,,Drama,Portuguese (Brazil),Walter Salles,"Walter Salles, Martine de Clermont-Tonnerre, Robert Redford, Arthur Cohn","Walter Salles, Marcos Bernstein, João Emanuel Carneiro","Nov 20, 1998  Original","Jul 13, 1999",$6.2M,1h 50m,Sony Pictures Classics,,,
MYSTERIES OF LISBON,70,86,,"History, Drama",Portuguese,Raoul Ruiz,,"Carlos Saboga, Camilo Castelo Branco","Jun 17, 2011  Limited","Jan 17, 2012",$110.5K,4h 26m,Music Box Films,,,
NEON BULL,67,88,,Drama,Portuguese (Brazil),Gabriel Mascaro,Rachel Daisy Ellis,"Gabriel Mascaro, Marcelo Gomes","Apr 8, 2016  Limited","Sep 6, 2016",$23.0K,1h 43m,Kino Lorber,,,
NEIGHBORING SOUNDS,76,93,,"Drama, Mystery & Thriller",Portuguese (Brazil),Kleber Mendonça Filho,Emilie Lesclaux,Kleber Mendonça Filho,,"Apr 30, 2013",,2h 11m,,,,
THE WAY HE LOOKS,89,93,,"Drama, Romance, Lgbtq+",Portuguese (Brazil),Daniel Ribeiro,"Diana Almeida, Daniel Ribeiro",Daniel Ribeiro,"Nov 7, 2014  Limited","Mar 17, 2015",$101.1K,1h 35m,Strand Releasing,,,
BLACK ORPHEUS,86,87,PG,Drama,Portuguese (Brazil),Marcel Camus,Sacha Gordine,"Vinicius de Moraes, Marcel Camus, Jacques Viot",,"Jun 8, 1999",,1h 40m,,"Mono, Magnetic Stereo 6 Track",Flat (1.37:1),
BOY AND THE WORLD,77,93,PG (Thematic Material and Images),"Kids & Family, Adventure, Animation",Portuguese (Brazil),Alê Abreu,"Fernanda Carvalho, Tita Tessler",,"Dec 11, 2015  Limited","Jul 5, 2016",$47.6K,1h 20m,GKIDS,,,
CITY OF GOD,97,91,R (Language|Drug Content|Sexuality|Strong Brutal Violence),"Crime, Drama",Portuguese (Brazil),Fernando Meirelles,"Andrea Barata Ribeiro, Mauricio Andrade Ramos","Bráulio Mantovani, Paulo Lins","Jan 17, 2003  Original","Jun 8, 2004",$7.6M,2h 11m,Miramax Films,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",,
CITY OF MEN,78,74,R (Some Sexuality|Language|Violent Content),Drama,Portuguese (Brazil),Paulo Morelli,"Andrea Barata Ribeiro, Bel Berlinck, Fernando Meirelles, Paulo Morelli, Natalia Bruscky, Sabrina García",Elena Soarez,"Feb 29, 2008  Limited","Jul 1, 2008",$307.1K,1h 45m,Miramax Films,,,
"ME, YOU, THEM",72,75,PG-13,"Comedy, Drama",Portuguese (Brazil),Andrucha Waddington,"Leonardo Monteiro de Barros, Pedro Buarque de Hollanda, Flávio R. Tambellini, Andrucha Waddington",Elena Soarez,"Mar 2, 2001  Original","Apr 16, 2012",$323.4K,1h 44m,Sony Pictures Classics,"Surround, Dolby SR, Dolby Digital, Dolby Stereo",Scope (2.35:1),
"POLICE, ADJECTIVE",60,79,,Drama,Romanian,Corneliu Porumboiu,Corneliu Porumboiu,Corneliu Porumboiu,"Dec 23, 2009  Limited","Aug 30, 2011",$48.3K,1h 50m,IFC Films,,,
12:08 EAST OF BUCHAREST,74,96,,Comedy,Romanian,Corneliu Porumboiu,Corneliu Porumboiu,Corneliu Porumboiu,,"Oct 9, 2007",$89.5K,1h 29m,,,,
BEYOND THE HILLS,81,91,,Drama,Romanian,Cristian Mungiu,"Pascal Caucheteux, Jean-Pierre Dardenne, Luc Dardenne, Vincent Maraval",Cristian Mungiu,"Mar 8, 2013  Limited","Aug 4, 2017",$109.2K,2h 30m,IFC Films,,,
CODE UNKNOWN,79,75,,Drama,Romanian,Michael Haneke,"Marin Karmitz, Alain Sarde",Michael Haneke,"Nov 30, 2001  Limited","Mar 1, 2007",$95.2K,1h 58m,Miramax Films,Surround,,
THE DEATH OF MR. LAZARESCU,82,94,R (Brief Nudity|Language),Drama,Romanian,Cristi Puiu,Alexandru Munteanu,"Cristi Puiu, Razvan Radulescu",,"Sep 19, 2006",$79.9K,2h 33m,,,,
12,83,77,PG-13 (Violent Images|Disturbing Content|Brief Sexual References|Brief Drug References|Smoking|Thematic Material),"Crime, Drama, Mystery & Thriller",Russian,Nikita Mikhalkov,,"Nikita Mikhalkov, Vladimir Moiseyenko, Aleksandr Novototskiy-Vlasov","Mar 4, 2008  Limited","Jul 14, 2009",$125.0K,2h 33m,Sony Pictures Classics,,,
BATTLESHIP POTEMKIN,86,100,,"History, Drama, Mystery & Thriller",Russian,Sergei M. Eisenstein,Jacob Bliokh,"Nina Agadzhanova, Nikolay Aseev, Sergei M. Eisenstein, Sergei Tretyakov","Dec 5, 1926  Original","Nov 4, 2003",$51.0K,1h 7m,"Amkino Corporation, Reel Media International [us], Grapevine Video, Image Entertainment Inc.",,Academy (1.33:1),
HOW I ENDED THIS SUMMER,67,79,,Drama,Russian,Aleksei Popogrebsky,"Roman Borisevich, Aleksandr Kushaev",Aleksei Popogrebsky,,"May 10, 2011",$8.1K,2h 4m,,,,
LOVELESS,83,95,R (Graphic Nudity|A Brief Disturbing Image|Language|Strong Sexuality),Drama,Russian,Andrey Zvyagintsev,"Gleb Fetisov, Sergey Melkumov, Alexander Rodnyansky","Oleg Negin, Andrey Zvyagintsev","Feb 16, 2018  Limited","Jun 12, 2018",$564.1K,2h 7m,Sony Pictures Classics,Dolby Digital,Scope (2.35:1),
SILENT SOULS,75,96,,Drama,Russian,Alexsey Fedorchenko,"Igor Mishin, Mary Nazari, Dmitriy Vorobyov",Denis Osokin,,"Feb 26, 2013",,1h 15m,,,,
STALKER,92,100,TV14,"Sci-Fi, Adventure",Russian,Andrei Tarkovsky,Aleksandra Demidova,"Arkadiy Strugatskiy, Boris Strugatskiy, Arkadiy Strugatskiy, Boris Strugatskiy","Oct 20, 1982  Original","Jun 19, 2001",$258.4K,2h 43m,,,,
"WHY DON'T YOU JUST DIE! (PAPA, SDOKHNI)",83,97,,,,,,,,,,,,,,
TANNA,76,93,,"Romance, Drama, Adventure",,"Bentley Dean, Martin Butler","Martin Butler, Bentley Dean, Carolyn Johnson","Bentley Dean, Martin Butler, John Collee","Sep 16, 2016  Limited","Mar 7, 2017",$5.7K,1h 44m,Lightyear,Dolby Digital,,
ALAMAR,83,92,,Drama,Spanish,Pedro González-Rubio,"Pedro González-Rubio, Jaime Romandia",Pedro González-Rubio,"Jul 14, 2010  Original","Jan 11, 2011",$61.6K,1h 13m,Film Movement,,,
BLANCANIEVES,84,95,PG-13 (Some Violent Content|Sexuality),"Drama, Fantasy",Spanish (Spain),Pablo Berger,"Pablo Berger, Ibón Cormenzana, Jérôme Vidal",Pablo Berger,,"Sep 3, 2013",$218.8K,1h 44m,,,,
BROKEN EMBRACES,75,82,R (Sexual Content|Language|Some Drug Material),"Drama, Mystery & Thriller",Spanish (Spain),Pedro Almodóvar,Esther García,Pedro Almodóvar,"Nov 20, 2009  Limited","Mar 16, 2010",$5.0M,2h 8m,Sony Pictures Classics,,,
CALLE 54,87,87,G,Documentary,Spanish,Fernando Trueba,"Cristina Huete, Fabienne Servan-Schreiber, Fernando Trueba",Fernando Trueba,"Oct 20, 2000  Original","Mar 5, 2002",$183.1K,1h 45m,Miramax Films,"Dolby SR, Dolby Digital, DTS, Surround",Flat (1.85:1),
DUCK SEASON,78,91,R (Some Drug Content|Language),"Comedy, Lgbtq+",Spanish,Fernando Eimbcke,Jaime Bernardo Ramos,"Fernando Eimbcke, Paula Marcovich",,"May 7, 2015",$146.7K,1h 27m,,,,
THE AURA,76,87,,"Crime, Drama, Mystery & Thriller",Spanish,Fabián Bielinsky,,Fabián Bielinsky,,"Apr 10, 2007",$56.1K,2h 14m,,Dolby Digital,,
EL MARIACHI,76,91,R (Stylized Violence),Action,Spanish,Robert Rodriguez,"Carlos Gallardo, Robert Rodriguez",Robert Rodriguez,"Feb 26, 1993  Wide","Mar 9, 1999",$1.6M,1h 22m,Columbia Pictures,"Surround, Dolby SR, Dolby A, Dolby Stereo",Flat (1.85:1),
EL TOPO,84,80,,Western,Spanish,Alejandro Jodorowsky,,Alejandro Jodorowsky,"Dec 18, 1970  Original","May 1, 2007",$80.3K,2h 3m,Douglas Films,,,
ENDLESS POETRY,80,93,,Biography,Spanish,Alejandro Jodorowsky,Xavier Guerrero Yamamoto,Alejandro Jodorowsky,"Jul 14, 2017  Limited","Nov 19, 2017",$64.0K,2h 8m,ABKCO Films Inc.,,,
FAMILY LAW,70,73,,Drama,Spanish,Daniel Burman,"Diego Dubcovsky, José María Morales",Daniel Burman,,"May 15, 2007",$37.8K,1h 42m,,Dolby Digital,,
GLORIA,65,100,R (Graphic Nudity|Drug Use|Language|Sexual Content),"Drama, Romance",Spanish,Sebastián Lelio,"Juan de Dios Larraín, Pablo Larraín, Luis Collar, Gonzalo Maza","Sebastián Lelio, Gonzalo Maza","Jan 17, 2014  Limited","Apr 29, 2014",$2.1M,1h 49m,Roadside Attractions,,,
LA CIÉNAGA,79,89,,Drama,Spanish,Lucrecia Martel,Lita Stantic,Lucrecia Martel,"Oct 3, 2001  Wide","Aug 10, 2005",$103.2K,1h 40m,Cowboy Pictures,"Surround, DTS",Flat (1.85:1),
THE HEADLESS WOMAN,56,76,,"Drama, Mystery & Thriller",Spanish,Lucrecia Martel,"Agustín Almodóvar, Pedro Almodóvar, Tilde Corsi, Verónica Cura",Lucrecia Martel,"Aug 19, 2009  Limited","Dec 15, 2009",$99.8K,1h 29m,Strand Releasing,,,
TIMECRIMES,79,90,R (Language|Nudity),"Action, Adventure, Drama, Sci-Fi, Mystery & Thriller",Spanish,Nacho Vigalondo,Eduardo Carneros,Nacho Vigalondo,"Dec 12, 2008  Limited","Mar 31, 2009",$38.1K,1h 28m,Magnolia Pictures,,,
JULIA'S EYES,68,90,,"Mystery & Thriller, Horror",Spanish (Spain),Guillem Morales,,"Guillem Morales, Oriol Paulo",,"Dec 20, 2011",,1h 52m,,,,
NO,80,93,R (Language),"Drama, History",Spanish,Pablo Larraín,"Juan De Dios, Daniel Dreifuss",Pedro Peirano,"Feb 15, 2013  Limited","Jun 25, 2013",$2.3M,1h 56m,Sony Pictures Classics,,,
NOSTALGIA FOR THE LIGHT,84,100,,Documentary,Spanish,Patricio Guzmán,"Meike Martens, Renate Sachse",Patricio Guzmán,,"May 10, 2016",,1h 30m,,,,
OUR LADY OF THE ASSASSINS,68,78,R (Language|Drug Content|Sexuality|Strong Violence),"Drama, Lgbtq+",Spanish,Barbet Schroeder,"Margaret Ménégoz, Jaime Osorio Gómez, Barbet Schroeder",Fernando Vallejo,"Sep 7, 2001  Wide","Mar 26, 2002",,1h 41m,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
THE DEVIL'S BACKBONE,89,93,R (Violence|Some Sexuality|Language),"Mystery & Thriller, Drama, Horror",Spanish,Guillermo del Toro,,"Guillermo del Toro, Antonio Trashorras, David Muñoz","Nov 21, 2001  Wide","Jul 27, 2004",$754.7K,1h 46m,Sony Pictures Classics,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",,
THE GERMAN DOCTOR,63,75,PG-13 (Thematic Material|Brief Nudity),"Mystery & Thriller, Drama",Spanish,Lucía Puenzo,"Gudny Hummelvoll, Stan Jakubowicz, Axel Kuschevatzky, José María Morales",Lucía Puenzo,,"Aug 19, 2014",$414.9K,1h 33m,,,,
